Probability score,Ground Truth
0.14211823046207428,1
0.05162964388728142,0
0.0307318065315485,1
0.010020204819738865,1
0.7078726291656494,1
0.10019676387310028,1
0.02616393007338047,0
0.1170886680483818,0
0.7646614909172058,1
0.7548261284828186,1
0.09195881336927414,0
0.7749614119529724,1
0.020660893991589546,0
0.05338454246520996,0
0.19467005133628845,0
0.1262540966272354,0
0.16264107823371887,1
0.8422526121139526,1
0.7297707200050354,1
0.019377246499061584,0
0.27935105562210083,0
0.8141665458679199,0
0.022433632984757423,0
0.32395029067993164,0
0.8042248487472534,1
0.1683448702096939,0
